content_replicate,TTT,RAF,MPR,MS
307KBx01_6,21.75,0.045977011,2.426160338,132.75
308KB_6,18,0.055555556,3.102040816,166.75
308KBx01_6,30,0.033333333,2.296375267,112.5
309KB_6,27,0.037037037,2.346938776,144
309KBx01_6,19.5,0.051282051,3.493670886,191.25
121KB_6,0,0,1.124721604,5.25
121KBx01_6,0,0,1.154185022,5
pos_3-20230705_M11,25.5,0.039215686,2.815315315,165.5
neg_5-20230705_M11,0,0,1.143497758,6.25
303KB_7,25.5,0.039215686,2.798099762,159.25
303KBx01_7,27.75,0.036036036,2.264957265,122.5
307KB_7,20.25,0.049382716,3.243303571,231
307KBx01_7,39.75,0.025157233,1.93220339,87
308KB_7,20.25,0.049382716,3.079545455,162.25
308KBx01_7,33,0.03030303,2.152360515,107.5
309KB_7,18.75,0.053333333,2.953642384,150.5
309KBx01_7,29.25,0.034188034,2.813852814,116.75
121KB_7,0,0,1.140311804,4.75
121KBx01_7,0,0,1.129464286,4.25
pos_4-20230705_M11,18.75,0.053333333,3.512304251,187.5
neg_6-20230705_M11,0,0,1.116331096,5.25
303KB_8,19.5,0.051282051,3.193779904,182.25
303KBx01_8,45,0.022222222,1.772727273,82.25
307KB_8,20.25,0.049382716,3.097727273,171.75
307KBx01_8,27,0.037037037,2.414686825,117.5
308KB_8,18.75,0.053333333,2.961275626,187.5
308KBx01_8,24,0.041666667,2.519313305,125.25
309KB_8,17.25,0.057971014,3.209195402,156.75
309KBx01_8,22.5,0.044444444,2.808695652,124.75
121KB_8,0,0,1.132723112,5
121KBx01_8,0,0,1.099337748,5.25
blank_1-20230705_M12,0,0,1.220149254,13.5
pos_5-20230705_M12,28.5,0.035087719,7.958188153,409.25
122KB_1,0,0,1.267206478,8.75
122KBx01_1,0,0,1.230769231,13.25
123KB_1,0,0,1.248031496,9
123KBx01_1,0,0,1.252873563,12.5
127KB_1,0,0,1.385245902,18.25
127KBx01_1,0,0,1.254826255,11.5
128KB_1,27.75,0.036036036,21.34024896,1214.5
128KBx01_1,0,0,1.310756972,8.75
129KB_1,0,0,1.156862745,12
129KBx01_1,0,0,1.134057971,13.75
blank_2-20230705_M12,0,0,1.167785235,11
pos_6-20230705_M12,21.75,0.045977011,10.98976109,588.5
122KB_2,0,0,1.235915493,16
122KBx01_2,0,0,1.271477663,8.25
123KB_2,0,0,1.225255973,12.5
123KBx01_2,0,0,1.282312925,10.25
127KB_2,0,0,1.242957746,9.75
127KBx01_2,0,0,1.281690141,8.5
128KB_2,0,0,1.262589928,11.5
128KBx01_2,0,0,1.254237288,10
129KB_2,0,0,1.296428571,20
129KBx01_2,0,0,1.179310345,10.75
blank_3-20230705_M12,0,0,1.215686275,11.5
neg_1-20230705_M12,0,0,1.344827586,11.25
122KB_3,0,0,1.218430034,12.75
122KBx01_3,0,0,1.285714286,10.5
123KB_3,0,0,1.243902439,9.5
123KBx01_3,0,0,1.281879195,13.25
127KB_3,0,0,1.24738676,12.25
127KBx01_3,0,0,1.299319728,11
128KB_3,0,0,1.238596491,9.75
128KBx01_3,0,0,1.295532646,11
129KB_3,0,0,1.221818182,8
129KBx01_3,0,0,1.166666667,11.75
blank_4-20230705_M12,0,0,1.115151515,15
neg_2-20230705_M12,0,0,1.214285714,16.25
122KB_4,0,0,1.208191126,12.5
122KBx01_4,0,0,1.225,14.75
123KB_4,0,0,1.192810458,11.25
123KBx01_4,0,0,1.232026144,11.5
127KB_4,0,0,1.159609121,12.25
127KBx01_4,0,0,1.275316456,10.25
128KB_4,0,0,1.173333333,13.5
128KBx01_4,0,0,1.243589744,13.5
129KB_4,0,0,1.157718121,11.5
129KBx01_4,0,0,1.198083067,11.25
pos_1-20230705_M12,24.75,0.04040404,13.59839357,630.25
neg_3-20230705_M12,0,0,1.18815331,11.75
122KB_5,0,0,1.25,12
122KBx01_5,0,0,1.222222222,10
123KB_5,0,0,1.168831169,11
123KBx01_5,0,0,1.187878788,11.25
127KB_5,0,0,1.182119205,12.25
127KBx01_5,0,0,1.234920635,12.25
128KB_5,0,0,1.229452055,13.25
128KBx01_5,0,0,1.235483871,11
129KB_5,0,0,1.223333333,11
129KBx01_5,0,0,1.182108626,10.75
pos_2-20230705_M12,23.25,0.043010753,9.081850534,547.5
neg_4-20230705_M12,0,0,1.121212121,13.75
122KB_6,0,0,1.15282392,14
122KBx01_6,0,0,1.179566563,14.25
123KB_6,0,0,1.109717868,16
123KBx01_6,0,0,1.129129129,16
127KB_6,0,0,1.13015873,14
127KBx01_6,0,0,1.160990712,11
128KB_6,0,0,1.177852349,12.25
128KBx01_6,0,0,1.226229508,9.75
129KB_6,0,0,1.190812721,9.25
129KBx01_6,0,0,1.156549521,12
pos_3-20230705_M12,20.25,0.049382716,10.32404181,582.75
neg_5-20230705_M12,0,0,1.162454874,14.5
122KB_7,0,0,1.136666667,12.5
122KBx01_7,0,0,1.127725857,15
123KB_7,0,0,1.146964856,13.75
123KBx01_7,0,0,1.11550152,14.5
127KB_7,0,0,1.125,16.5
127KBx01_7,0,0,1.180685358,11.5
128KB_7,0,0,1.136054422,11.25
128KBx01_7,0,0,1.185303514,11
129KB_7,0,0,1.115511551,11.75
129KBx01_7,0,0,1.108024691,13.25
pos_4-20230705_M12,21,0.047619048,10.89632107,594.75
neg_6-20230705_M12,0,0,1.098245614,12.25
122KB_8,0,0,1.152317881,13.25
122KBx01_8,0,0,1.126582278,14.25
123KB_8,0,0,1.133550489,14.25
123KBx01_8,0,0,1.128742515,18.5
127KB_8,0,0,1.053291536,18.75
127KBx01_8,0,0,1.325949367,18
128KB_8,0,0,1.175159236,12.5
128KBx01_8,0,0,1.163522013,11.75
129KB_8,0,0,1.184931507,10.5
129KBx01_8,0,0,1.211538462,10.75
blank_1-20230707_M10,0,0,1.575757576,19.25
pos_5-20230707_M10,23.25,0.043010753,11.85323383,1074.25
133KB_1,0,0,1.655384615,10
133KBx01_1,0,0,1.672,13.75
134KB_1,0,0,1.650887574,9.75
134KBx01_1,0,0,1.69816273,15
135KB_1,0,0,1.632352941,9.25
135KBx01_1,0,0,1.635235732,15.25
139KB_1,0,0,1.491566265,23.5
139KBx01_1,0,0,1.724226804,16.5
140KB_1,0,0,1.554545455,11.5
140KBx01_1,0,0,1.562025316,16.75
blank_2-20230707_M10,0,0,1.581235698,17.75
pos_6-20230707_M10,23.25,0.043010753,11.43902439,987.5
133KB_2,0,0,1.586666667,17
133KBx01_2,42.75,0.023391813,9.983490566,876
134KB_2,0,0,1.635,18.25
134KBx01_2,0,0,1.73943662,17.25
135KB_2,0,0,1.720930233,15
135KBx01_2,0,0,1.700680272,21.75
139KB_2,0,0,1.595794393,19
139KBx01_2,0,0,1.638826185,15.5
140KB_2,0,0,1.594805195,19.25
140KBx01_2,0,0,1.6201373,17.75
blank_3-20230707_M10,0,0,1.531453362,18.75
neg_1-20230707_M10,0,0,1.673590504,10.5
133KB_3,25.5,0.039215686,9.967741935,817.25
133KBx01_3,0,0,1.612554113,16
134KB_3,0,0,1.583979328,19.75
134KBx01_3,0,0,1.75,19
135KB_3,39.75,0.025157233,6.209245742,455.5
135KBx01_3,0,0,1.661469933,21.5
139KB_3,0,0,1.629539952,41
139KBx01_3,0,0,1.733480176,17.5
140KB_3,0,0,1.493638677,21.75
140KBx01_3,0,0,1.517167382,19.25
blank_4-20230707_M10,0,0,1.549107143,14
neg_2-20230707_M10,0,0,1.583547558,15.5
133KB_4,0,0,1.568527919,21
133KBx01_4,0,0,1.661434978,22
134KB_4,0,0,1.576732673,18.75
134KBx01_4,0,0,1.662222222,18
135KB_4,33.75,0.02962963,7.430913349,545.75
135KBx01_4,0,0,1.68988764,20.5
139KB_4,0,0,1.572429907,22.5
139KBx01_4,0,0,1.63655914,19.5
140KB_4,44.25,0.02259887,3.784394251,342.5
140KBx01_4,0,0,1.619369369,18.25
pos_1-20230707_M10,29.25,0.034188034,14.43188406,1086.75
neg_3-20230707_M10,0,0,1.595744681,14.5
133KB_5,0,0,1.618037135,20
133KBx01_5,0,0,1.628888889,18.5
134KB_5,0,0,1.546116505,18.5
134KBx01_5,0,0,1.64208243,21
135KB_5,0,0,1.548463357,18.5
135KBx01_5,0,0,1.659242762,18.75
139KB_5,0,0,1.535046729,21
139KBx01_5,0,0,1.632016632,26
140KB_5,36,0.027777778,6.096385542,486.25
140KBx01_5,0,0,1.544468547,19
pos_2-20230707_M10,27.75,0.036036036,15.98449612,1109.75
neg_4-20230707_M10,0,0,1.592207792,11.5
133KB_6,0,0,1.515228426,19
133KBx01_6,0,0,1.547008547,17.5
134KB_6,0,0,1.503631961,17
134KBx01_6,0,0,1.628205128,18
135KB_6,0,0,1.578313253,14.75
135KBx01_6,0,0,1.610062893,27.5
139KB_6,0,0,1.534883721,18.75
139KBx01_6,0,0,1.550403226,16.25
140KB_6,0,0,1.502487562,16.75
140KBx01_6,0,0,1.501057082,23.25
pos_3-20230707_M10,22.5,0.044444444,14.4040404,1167.25
neg_5-20230707_M10,0,0,1.541025641,14.75
133KB_7,0,0,1.513924051,17.75
133KBx01_7,28.5,0.035087719,6.650214592,583.75
134KB_7,0,0,1.460648148,17.5
134KBx01_7,0,0,1.570498915,21.75
135KB_7,0,0,1.534606205,18
135KBx01_7,0,0,1.540983607,18.75
139KB_7,0,0,1.421641791,35.25
139KBx01_7,0,0,1.575,24
140KB_7,0,0,1.424936387,14.25
140KBx01_7,0,0,1.439655172,19
pos_4-20230707_M10,21.75,0.045977011,13.50120482,995.75
neg_6-20230707_M10,0,0,1.414572864,17.5
133KB_8,36,0.027777778,8.349009901,619.75
133KBx01_8,0,0,1.395348837,26.25
134KB_8,0,0,1.352941176,23.75
134KBx01_8,0,0,1.495708155,22.25
135KB_8,0,0,1.419203747,15
135KBx01_8,0,0,1.465517241,20.25
139KB_8,0,0,1.433649289,19
139KBx01_8,0,0,1.421052632,22.25
140KB_8,0,0,1.427895981,29.75
140KBx01_8,0,0,1.322580645,18.5
blank_1-20230707_M12,0,0,1.462068966,10.5
pos_5-20230707_M12,21,0.047619048,7.679867987,487.75
141KB_1,0,0,1.493975904,10.25
141KBx01_1,0,0,1.494623656,10
169KB_1,0,0,1.418439716,13.75
169KBx01_1,0,0,1.505454545,10.75
170KB_1,0,0,1.429657795,9
170KBx01_1,0,0,1.478571429,7.75
171KB_1,0,0,1.467924528,29.75
171KBx01_1,0,0,1.531365314,8.75
175KB_1,0,0,1.43442623,7.25
175KBx01_1,0,0,1.398467433,11.5
blank_2-20230707_M12,0,0,1.485530547,10.75
pos_6-20230707_M12,16.5,0.060606061,12.18556701,606.5
141KB_2,0,0,1.487364621,9.5
141KBx01_2,0,0,1.522580645,11.25
169KB_2,0,0,1.482142857,9.25
169KBx01_2,0,0,1.557432432,11.25
170KB_2,0,0,1.467153285,10.25
170KBx01_2,0,0,1.51147541,20
171KB_2,0,0,1.508896797,12.5
171KBx01_2,0,0,1.504885993,10
175KB_2,0,0,1.498098859,11.75
175KBx01_2,0,0,1.412337662,6.75
blank_3-20230707_M12,0,0,1.474048443,9
neg_1-20230707_M12,0,0,1.524904215,11
141KB_3,40.5,0.024691358,5.366548043,269
141KBx01_3,0,0,1.555555556,11
169KB_3,0,0,1.522648084,11
169KBx01_3,0,0,1.548172757,8.75
170KB_3,0,0,1.507142857,10.25
170KBx01_3,0,0,1.606557377,10.75
171KB_3,0,0,1.453020134,9.5
171KBx01_3,0,0,1.583606557,8
175KB_3,0,0,1.425531915,9
175KBx01_3,0,0,1.414790997,10
blank_4-20230707_M12,0,0,1.458204334,16
neg_2-20230707_M12,0,0,1.512635379,11
141KB_4,0,0,1.506944444,10.25
141KBx01_4,0,0,1.571428571,9.75
169KB_4,0,0,1.479591837,14.5
169KBx01_4,0,0,1.489028213,13.25
170KB_4,0,0,1.445945946,8.25
170KBx01_4,0,0,1.503067485,9.5
171KB_4,0,0,1.491467577,7.75
171KBx01_4,0,0,1.528846154,9.25
175KB_4,0,0,1.481884058,12
175KBx01_4,0,0,1.382911392,10.75
pos_1-20230707_M12,21,0.047619048,11.93726937,649.75
neg_3-20230707_M12,0,0,1.408360129,12
141KB_5,0,0,1.488215488,9.5
141KBx01_5,0,0,1.459876543,13.75
169KB_5,0,0,1.455479452,9.25
169KBx01_5,0,0,1.447204969,9.25
170KB_5,0,0,1.444827586,8.5
170KBx01_5,0,0,1.5,9.75
171KB_5,0,0,1.459016393,10
171KBx01_5,0,0,1.514195584,11
175KB_5,0,0,1.402097902,10.5
175KBx01_5,0,0,1.428571429,11.25
pos_2-20230707_M12,20.25,0.049382716,11.4109589,633
neg_4-20230707_M12,0,0,1.47766323,10.5
141KB_6,0,0,1.415282392,9.5
141KBx01_6,0,0,1.49235474,11
169KB_6,0,0,1.418300654,11.5
169KBx01_6,0,0,1.4875,11.25
170KB_6,0,0,1.438943894,9
170KBx01_6,0,0,1.50621118,11
171KB_6,0,0,1.45483871,7
171KBx01_6,0,0,1.459627329,10.25
175KB_6,0,0,1.364864865,15.75
175KBx01_6,0,0,1.342679128,11.25
pos_3-20230707_M12,24,0.041666667,10.47079038,563
neg_5-20230707_M12,0,0,1.461016949,10
141KB_7,0,0,1.432432432,9.25
141KBx01_7,0,0,1.439169139,12.75
169KB_7,0,0,1.403908795,11
169KBx01_7,0,0,1.419161677,9.75
170KB_7,0,0,1.377483444,9.75
170KBx01_7,0,0,1.459876543,10.25
171KB_7,0,0,1.381578947,10.25
171KBx01_7,0,0,1.366366366,13
175KB_7,0,0,1.335664336,11
175KBx01_7,0,0,1.321875,11.5
pos_4-20230707_M12,18.75,0.053333333,10.56953642,532
neg_6-20230707_M12,0,0,1.306930693,14
141KB_8,0,0,1.293333333,12.25
141KBx01_8,0,0,1.340361446,13.5
169KB_8,0,0,1.361842105,9.75
169KBx01_8,0,0,1.354354354,11.5
170KB_8,0,0,1.266666667,14
170KBx01_8,0,0,1.298780488,12.25
171KB_8,0,0,1.3125,11.25
171KBx01_8,0,0,1.27245509,11.75
175KB_8,0,0,1.234482759,14
175KBx01_8,0,0,1.219512195,11.75
blank_1-20230710_M10,0,0,1.726098191,21
pos_5-20230710_M10,26.25,0.038095238,10.69833729,917.5
187KB_1,0,0,1.703488372,21
187KBx01_1,0,0,1.770053476,18.25
188KB_1,0,0,1.679886686,21.5
188KBx01_1,0,0,1.7625,26.25
189KB_1,0,0,1.709401709,26
189KBx01_1,0,0,1.637254902,30.5
217KB_1,0,0,1.648578811,22
217KBx01_1,0,0,1.644067797,25
218KB_1,0,0,1.654155496,20.75
218KBx01_1,0,0,1.641025641,21
blank_2-20230710_M10,0,0,1.609544469,23.25
pos_6-20230710_M10,26.25,0.038095238,10.46618357,943.75
187KB_2,39,0.025641026,12.26133333,762.75
187KBx01_2,0,0,1.710280374,32.25
188KB_2,34.5,0.028985507,12.50242718,1022.5
188KBx01_2,0,0,1.752252252,28
189KB_2,0,0,1.645320197,19.75
189KBx01_2,0,0,1.672527473,27.75
217KB_2,0,0,1.632882883,23
217KBx01_2,0,0,1.708333333,21.25
218KB_2,0,0,1.633971292,29
218KBx01_2,0,0,1.608315098,24
blank_3-20230710_M10,0,0,1.596153846,27.75
neg_1-20230710_M10,0,0,1.817647059,22.75
187KB_3,23.25,0.043010753,12.10178117,862.75
187KBx01_3,21,0.047619048,9.264150943,762.75
188KB_3,0,0,1.65743073,30.25
188KBx01_3,0,0,1.650319829,24.75
189KB_3,0,0,1.580335731,22.5
189KBx01_3,0,0,1.676855895,22.5
217KB_3,0,0,1.413542926,30.25
217KBx01_3,0,0,1.64,23
218KB_3,0,0,1.586206897,22.5
218KBx01_3,0,0,1.525316456,34.75
blank_4-20230710_M10,0,0,1.641758242,23
neg_2-20230710_M10,0,0,1.641089109,26
187KB_4,30.75,0.032520325,11.05445545,807.75
187KBx01_4,27,0.037037037,7.400900901,579.5
188KB_4,0,0,1.625298329,25
188KBx01_4,0,0,1.756043956,30.5
189KB_4,0,0,1.603773585,26
189KBx01_4,0,0,1.653444676,20
217KB_4,0,0,1.562363239,25.75
217KBx01_4,0,0,1.648535565,32
218KB_4,0,0,1.526652452,23.25
218KBx01_4,0,0,1.62332696,44.5
pos_1-20230710_M10,21.75,0.045977011,15.68604651,890.75
neg_3-20230710_M10,0,0,1.622596154,19.5
187KB_5,28.5,0.035087719,11.22794118,969.5
187KBx01_5,0,0,1.663716814,36.75
188KB_5,0,0,1.587264151,51.25
188KBx01_5,37.5,0.026666667,6.098081023,488
189KB_5,0,0,1.595794393,23.25
189KBx01_5,0,0,1.645021645,28.5
217KB_5,0,0,1.554323725,24.75
217KBx01_5,0,0,1.592975207,43.75
218KB_5,0,0,1.55862069,33
218KBx01_5,0,0,1.488752556,32.25
pos_2-20230710_M10,21,0.047619048,10.90191388,1024.5
neg_4-20230710_M10,0,0,1.539007092,24
187KB_6,27.75,0.036036036,11.5654321,1024.75
187KBx01_6,0,0,1.551148225,22.5
188KB_6,0,0,1.558194774,21.25
188KBx01_6,0,0,1.593877551,22.75
189KB_6,0,0,1.548611111,28.5
189KBx01_6,0,0,1.603411514,24.25
217KB_6,0,0,1.569264069,26
217KBx01_6,0,0,1.571142285,31.5
218KB_6,0,0,1.575757576,26.5
218KBx01_6,48,0.020833333,2.419421488,141.25
pos_3-20230710_M10,22.5,0.044444444,12.11111111,994.5
neg_5-20230710_M10,0,0,1.536470588,26.25
187KB_7,30,0.033333333,10.52184466,859.75
187KBx01_7,27.75,0.036036036,6.59832636,589
188KB_7,0,0,1.505617978,32.5
188KBx01_7,0,0,1.508264463,24
189KB_7,0,0,1.56744186,23.75
189KBx01_7,0,0,1.596673597,26
217KB_7,0,0,1.535087719,30.25
217KBx01_7,0,0,1.596602972,23
218KB_7,0,0,1.486486486,26.75
218KBx01_7,0,0,1.458422175,25
pos_4-20230710_M10,28.5,0.035087719,11.54066986,926.25
neg_6-20230710_M10,0,0,1.444444444,20.75
187KB_8,28.5,0.035087719,9.904205607,866.5
187KBx01_8,0,0,1.429460581,27.75
188KB_8,0,0,1.398148148,22.75
188KBx01_8,0,0,1.453416149,23
189KB_8,0,0,1.424778761,29.5
189KBx01_8,0,0,1.474789916,22.25
217KB_8,0,0,1.545189504,21
217KBx01_8,0,0,1.449691992,21
218KB_8,0,0,1.432183908,28.75
218KBx01_8,0,0,1.367983368,34.25
blank_1-20230710_M12,0,0,1.701438849,7
pos_5-20230710_M12,18,0.055555556,8.766891892,529
219KB_1,0,0,1.748971193,6.75
219KBx01_1,0,0,1.707581227,7.75
223KB_1,0,0,1.785714286,15.25
223KBx01_1,0,0,1.71886121,6.75
224KB_1,0,0,1.56884058,13.5
224KBx01_1,0,0,1.70212766,7.5
225KB_1,0,0,1.736401674,6.75
225KBx01_1,0,0,1.636678201,10.25
229KB_1,0,0,1.685950413,8.75
229KBx01_1,0,0,1.586330935,11.25
blank_2-20230710_M12,0,0,1.705501618,8.75
pos_6-20230710_M12,18,0.055555556,8.413333333,552.5
219KB_2,0,0,1.573883162,11.25
219KBx01_2,0,0,1.646687697,9.75
223KB_2,0,0,1.632107023,14
223KBx01_2,0,0,1.741100324,12
224KB_2,0,0,1.612582781,13
224KBx01_2,0,0,1.699680511,10.5
225KB_2,0,0,1.643382353,11
225KBx01_2,0,0,1.665625,9.5
229KB_2,0,0,1.643939394,7
229KBx01_2,0,0,1.624605678,12.25
blank_3-20230710_M12,0,0,1.596385542,12
neg_1-20230710_M12,0,0,1.707509881,4
219KB_3,0,0,1.636054422,11.5
219KBx01_3,0,0,1.679127726,10
223KB_3,0,0,1.709459459,9.75
223KBx01_3,0,0,1.63253012,13
224KB_3,0,0,1.590163934,9
224KBx01_3,0,0,1.607784431,15.75
225KB_3,0,0,1.588028169,9.75
225KBx01_3,0,0,1.656441718,11.25
229KB_3,0,0,1.605839416,10.5
229KBx01_3,0,0,1.552469136,12.75
blank_4-20230710_M12,0,0,1.586750789,11.75
neg_2-20230710_M12,0,0,1.613013699,13.25
219KB_4,0,0,1.64556962,6.75
219KBx01_4,0,0,1.649230769,10.75
223KB_4,0,0,1.655948553,10.75
223KBx01_4,0,0,1.656346749,11.5
224KB_4,0,0,1.561128527,10.75
224KBx01_4,0,0,1.567647059,14.25
225KB_4,0,0,1.589285714,7.75
225KBx01_4,0,0,1.603603604,12.25
229KB_4,0,0,1.606498195,8
229KBx01_4,0,0,1.570977918,12
pos_1-20230710_M12,15.75,0.063492063,12.30769231,765.75
neg_3-20230710_M12,0,0,1.536423841,10
219KB_5,0,0,1.526501767,9.5
219KBx01_5,0,0,1.717868339,10.25
223KB_5,0,0,1.613636364,9.5
223KBx01_5,0,0,1.681388013,11.75
224KB_5,0,0,1.55,12.75
224KBx01_5,0,0,1.528735632,14
225KB_5,0,0,1.606896552,13.5
225KBx01_5,0,0,1.524926686,13.5
229KB_5,0,0,1.570422535,14
229KBx01_5,0,0,1.521341463,13
pos_2-20230710_M12,12,0.083333333,9.546325879,626
neg_4-20230710_M12,0,0,1.535483871,10
219KB_6,0,0,1.501639344,10
219KBx01_6,0,0,1.582840237,13.75
223KB_6,0,0,1.514195584,14
223KBx01_6,0,0,1.530259366,13.5
224KB_6,0,0,1.495356037,14.75
224KBx01_6,0,0,1.505780347,16.5
225KB_6,0,0,1.498360656,14.75
225KBx01_6,0,0,1.547619048,14.25
229KB_6,0,0,1.56445993,12.5
229KBx01_6,0,0,1.504559271,16.25
pos_3-20230710_M12,17.25,0.057971014,9.935897436,519.5
neg_5-20230710_M12,0,0,1.493421053,9
219KB_7,0,0,1.52739726,9.5
219KBx01_7,0,0,1.523809524,13
223KB_7,0,0,1.517684887,13
223KBx01_7,0,0,1.478873239,18.25
224KB_7,0,0,1.458461538,14
224KBx01_7,0,0,1.52173913,16.5
225KB_7,0,0,1.520979021,10.75
225KBx01_7,0,0,1.475073314,16
229KB_7,0,0,1.548951049,11.75
229KBx01_7,0,0,1.490740741,15.5
pos_4-20230710_M12,18,0.055555556,11.18971061,577.75
neg_6-20230710_M12,0,0,1.419141914,11.25
219KB_8,0,0,1.395498392,14
219KBx01_8,0,0,1.449567723,13.75
223KB_8,0,0,1.425,16.25
223KBx01_8,0,0,1.425655977,17.5
224KB_8,0,0,1.422839506,15.25
224KBx01_8,0,0,1.423631124,17
225KB_8,0,0,1.446735395,13
225KBx01_8,0,0,1.439882698,16.75
229KB_8,0,0,1.44982699,14.5
229KBx01_8,0,0,1.352941176,15.5
blank_1-20230710_M9,0,0,1.695754717,10.25
pos_5-20230710_M9,24,0.041666667,9.224444444,771.75
176KB_1,0,0,1.615571776,12
176KBx01_1,0,0,1.737470167,9.25
177KB_1,0,0,1.66066838,8.25
177KBx01_1,0,0,1.667458432,8.25
181KB_1,0,0,1.631016043,5.5
181KBx01_1,0,0,1.646778043,11
182KB_1,0,0,1.588082902,5.25
182KBx01_1,0,0,1.657894737,15
183KB_1,0,0,1.632707775,8
183KBx01_1,0,0,1.577395577,14.5
blank_2-20230710_M9,0,0,1.608786611,13.75
pos_6-20230710_M9,27.75,0.036036036,6.049886621,556
176KB_2,0,0,1.650234742,17.5
176KBx01_2,0,0,1.718004338,13.25
177KB_2,0,0,1.594170404,17.5
177KBx01_2,0,0,1.66322314,10.5
181KB_2,0,0,1.628140704,8.25
181KBx01_2,0,0,1.708971554,12.75
182KB_2,0,0,1.575342466,13
182KBx01_2,0,0,1.668859649,8
183KB_2,0,0,1.615384615,10.25
183KBx01_2,0,0,1.68287037,32
blank_3-20230710_M9,0,0,1.584677419,16
neg_1-20230710_M9,0,0,1.657831325,10.25
176KB_3,0,0,1.60745614,14.25
176KBx01_3,0,0,1.710359408,16.25
177KB_3,0,0,1.634361233,9.5
177KBx01_3,0,0,1.693965517,10.5
181KB_3,0,0,1.608490566,33.5
181KBx01_3,0,0,1.679039301,10.75
182KB_3,0,0,1.573033708,13.5
182KBx01_3,0,0,1.618644068,14.25
183KB_3,0,0,1.552511416,14.25
183KBx01_3,0,0,1.544444444,14.25
blank_4-20230710_M9,0,0,1.570858283,13.5
neg_2-20230710_M9,0,0,1.664444444,22.75
176KB_4,0,0,1.634146341,10.5
176KBx01_4,0,0,1.650306748,9.75
177KB_4,0,0,1.662100457,11.75
177KBx01_4,0,0,1.621118012,12
181KB_4,0,0,1.570422535,14.5
181KBx01_4,0,0,1.636165577,18.25
182KB_4,0,0,1.568807339,15.5
182KBx01_4,0,0,1.646666667,12.75
183KB_4,0,0,1.589242054,13.5
183KBx01_4,0,0,1.580434783,13.5
pos_1-20230710_M9,27,0.037037037,9.709923664,770
neg_3-20230710_M9,0,0,1.55907173,14
176KB_5,0,0,1.57782516,11.75
176KBx01_5,0,0,1.57312253,11.5
177KB_5,0,0,1.547045952,8
177KBx01_5,0,0,1.641350211,10.75
181KB_5,0,0,1.600490196,10.25
181KBx01_5,0,0,1.643162393,14
182KB_5,0,0,1.539823009,19.25
182KBx01_5,0,0,1.591006424,27.5
183KB_5,0,0,1.557971014,10
183KBx01_5,0,0,1.556291391,13.25
pos_2-20230710_M9,19.5,0.051282051,10.03386005,725
neg_4-20230710_M9,0,0,1.524008351,14.5
176KB_6,0,0,1.514830508,13.5
176KBx01_6,0,0,1.549494949,9.5
177KB_6,0,0,1.531728665,13
177KBx01_6,0,0,1.60164271,9.75
181KB_6,0,0,1.474613687,15.75
181KBx01_6,0,0,1.590909091,10.75
182KB_6,0,0,1.523595506,12.5
182KBx01_6,0,0,1.646929825,12.25
183KB_6,0,0,1.514150943,16
183KBx01_6,0,0,1.537960954,12.75
pos_3-20230710_M9,22.5,0.044444444,7.704545455,690.25
neg_5-20230710_M9,0,0,1.53539823,17.5
176KB_7,0,0,1.549234136,20
176KBx01_7,0,0,1.55959596,15.25
177KB_7,0,0,1.511160714,12.25
177KBx01_7,0,0,1.520661157,12
181KB_7,0,0,1.501144165,14.25
181KBx01_7,0,0,1.594713656,16.75
182KB_7,0,0,1.526436782,14.25
182KBx01_7,0,0,1.641891892,10.75
183KB_7,0,0,1.513002364,15.75
183KBx01_7,0,0,1.473233405,10.75
pos_4-20230710_M9,20.25,0.049382716,7.553488372,675.5
neg_6-20230710_M9,0,0,1.482993197,14.75
176KB_8,0,0,1.414473684,16.5
176KBx01_8,0,0,1.420038536,17.75
177KB_8,0,0,1.467811159,15
177KBx01_8,0,0,1.52967033,10.25
181KB_8,0,0,1.439252336,14.75
181KBx01_8,0,0,1.494780793,15.25
182KB_8,0,0,1.459459459,15
182KBx01_8,0,0,1.493506494,16
183KB_8,0,0,1.437357631,14.5
183KBx01_8,0,0,1.445175439,15.5
blank_1-20230712_M12,0,0,1.378181818,9
pos_5-20230712_M12,12.75,0.078431373,10.77227723,725.75
273KB_1,0,0,1.380228137,8.5
273KBx01_1,0,0,1.409722222,9
277KB_1,0,0,1.318996416,19.5
277KBx01_1,0,0,1.393728223,10.25
278KB_1,0,0,1.481927711,8
278KBx01_1,0,0,1.462093863,9
279KB_1,0,0,1.351778656,10.25
279KBx01_1,0,0,1.454545455,9.5
283KB_1,0,0,1.375527426,7.5
283KBx01_1,0,0,1.279151943,17
blank_2-20230712_M12,0,0,1.362459547,9.75
pos_6-20230712_M12,16.5,0.060606061,10.18305085,640.75
273KB_2,0,0,1.393103448,8.25
273KBx01_2,0,0,1.46835443,15
277KB_2,0,0,1.415841584,10
277KBx01_2,0,0,1.446202532,10.5
278KB_2,0,0,1.421232877,9.25
278KBx01_2,0,0,1.483552632,8.5
279KB_2,0,0,1.383275261,14.25
279KBx01_2,0,0,1.418238994,11
283KB_2,0,0,1.391304348,9.25
283KBx01_2,0,0,1.300309598,12.75
blank_3-20230712_M12,0,0,1.45276873,11
neg_1-20230712_M12,0,0,1.440613027,19.5
273KB_3,0,0,1.395904437,12
273KBx01_3,0,0,1.48427673,10.75
277KB_3,0,0,1.392857143,11
